sr_no,movie_id,movie_name,year,genre,overview,director,cast,language
287,tt1926313,Pyaar Ka Punchnama,2011,"Comedy, Drama, Romance",Nishant starts dating Charu while his roommates Rajat and Vikrant already have girlfriends in Neha and Rhea respectively. Trouble starts when the guys feel that their girlfriends are dominating them.,Luv Ranjan,"Kartik Aaryan, Ashish Chhipa, Raayo S. Bakhirta, Divyendu Sharma",hindi
288,tt1230448,Billu,2009,"Comedy, Drama","In an Indian village, a struggling barber sees his luck begin to turn when residents learn that a famous actor he once knew is coming to town.",Priyadarshan,"Irrfan Khan, Lara Dutta, Om Puri, Govardhan Asrani",hindi
289,tt0473367,Jaane Tu... Ya Jaane Na,2008,"Comedy, Drama, Romance",Two best friends being convinced that they are not in love search for each other's love.,Abbas Tyrewala,"Imran Khan, Genelia Deshmukh, Manjari Fadnnis, Ayaz Khan",hindi
290,tt8110330,Dil Bechara,2020,"Comedy, Drama, Romance","The emotional journey of two hopelessly-in-love youngsters; a young girl, Kizie, who is suffering from cancer; and Manny, a boy Kizie meets at a support group.",Mukesh Chhabra,"Sushant Singh Rajput, Sanjana Sanghi, Sahil Vaid, Saswata Chatterjee",hindi
291,tt0242519,Hera Pheri,2000,"Action, Comedy, Crime","Three unemployed men look for answers to all their money problems - but when their opportunity arrives, will they know what to do with it?",Priyadarshan,"Akshay Kumar, Suniel Shetty, Paresh Rawal, Tabu",hindi
292,tt0995031,Bhool Bhulaiyaa,2007,"Comedy, Horror, Mystery","An NRI and his wife decide to stay in his ancestral home, paying no heed to the warnings about ghosts. Soon, inexplicable occurrences cause him to call a psychiatrist to help solve the mystery.",Priyadarshan,"Akshay Kumar, Vidya Balan, Shiney Ahuja, Ameesha Patel",hindi
293,tt2203308,Aashiqui 2,2013,"Drama, Music, Musical",Rahul loses his fans and fame due to alcoholism. But he then decides to turn a small time singer into a rising star.,Mohit Suri,"Aditya Roy Kapoor, Shraddha Kapoor, Shaad Randhawa, Salil Acharya",hindi
294,tt1185442,Kurbaan,2009,"Action, Crime, Drama","A woman finds that her neighbors are terrorists, and her husband is not who he claims to be.",Renzil D'Silva,"Lewis Tan, Kareena Kapoor, Saif Ali Khan, Om Puri",hindi
295,tt5885564,Don 3: The Final Chapter,2025,"Action, Thriller",Plot under wraps.,Farhan Akhtar,Ranveer Singh,hindi
296,tt4228746,Zid,2014,"Crime, Romance, Thriller","A journalist, who is still in love with his ex-girlfriend, becomes the obsession of his landlord's daughter.",Vivek Agnihotri,"Mannara Chopra, Karanvir Sharma, Shraddha Das, Denzil Smith",hindi
297,tt14091818,Ajeeb Daastaans,2021,"Drama, Romance",Four shorts explore the surprising ways in which unexpected catalysts inflame the uncomfortable emotions simmering under fractured relationships.,"Neeraj Ghaywan, Kayoze Irani, Shashank Khaitan, Raj Mehta","Fatima Sana Shaikh, Jaideep Ahlawat, Armaan Ralhan, Nushrratt Bharuccha",hindi
298,tt7212726,Simmba,2018,"Action, Crime, Drama","Simmba, a Corrupt Officer, enjoys all the perks of being an immoral and unethical police officer until a life-changing event forces him to choose the righteous path.",Rohit Shetty,"Ranveer Singh, Sara Ali Khan, Sonu Sood, Ashutosh Rana",hindi
299,tt1620719,Dabangg,2010,"Action, Comedy, Crime","A corrupt police officer faces challenges from his family, gangsters and politicians.",Abhinav Kashyap,"Salman Khan, Sonakshi Sinha, Sonu Sood, Arbaaz Khan",hindi
300,tt15281402,Waltair Veerayya,2023,"Action, Drama",A fisherman who engages in smuggling accepts a request from a disheveled police officer in order to use it to his personal advantage,K.S. Ravindra,"Chiranjeevi, Shruti Haasan, Urvashi Rautela, Ravi Teja",hindi
301,tt12862042,Jogira Sara Ra Ra,2023,"Comedy, Drama, Family","Jogi the match maker and Dimple who seeks help to him to get rid of her marriage, both face the consequences as it is eventually decided that Jogi will marry her to save face.",Kushan Nandy,"Nawazuddin Siddiqui, Neha Sharma, Vishal Anand, Mimoh Chakraborty",hindi
302,tt28362963,Checkmate,2023,"Action, Comedy","An assassin gets hired for a job that throws him in a murky pool of mishaps, eventually leading to a baffling secret.","Akriti Bajpai, Harsh Beniwal","Harsh Beniwal, Mohit Chhikara, Aditya Paul, Vishal Vashishtha",hindi
303,tt0432637,Krrish,2006,"Action, Adventure, Sci-Fi","Krishna is forced by circumstances to use his superpowers and become the masked superhero Krrish, before getting drawn towards his lost legacy.",Rakesh Roshan,"Hrithik Roshan, Priyanka Chopra Jonas, Rekha, Naseeruddin Shah",hindi
304,tt0211934,Baadshah,1999,"Action, Comedy, Crime",A small time detective is mistaken as a CBI agent and gets embroiled in a deadly mission to save the Chief Minister from an assassination attempt.,"Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla","Shah Rukh Khan, Twinkle Khanna, Amrish Puri, Johny Lever",hindi
305,tt1639426,Udaan,2010,Drama,"Expelled from his school, a 16-year old boy returns home to his abusive and oppressive father.",Vikramaditya Motwane,"Rajat Barmecha, Ronit Roy, Manjot Singh, Ram Kapoor",hindi
306,tt0240200,Water,2005,Drama,"Set in colonial India against Gandhi's rise to power, it's the story of 8-year-old Chuyia, who is widowed and sent to a home to live in penitence; once there, Chuyia's feisty presence deeply affects the lives of the other residents.",Deepa Mehta,"Lisa Ray, John Abraham, Seema Biswas, Sarala Kariyawasam",hindi
307,tt1438298,Guzaarish,2010,"Drama, Romance","Ethan, a magician rendered paralyzed in an accident, sets off a furor when he makes a petition to the court to end his own life.",Sanjay Leela Bhansali,"Hrithik Roshan, Aishwarya Rai Bachchan, Shernaz Patel, Aditya Roy Kapoor",hindi
308,tt0254481,Koi... Mil Gaya,2003,"Action, Drama, Romance","A developmentally disabled young man tries to continue the work his father did in communicating with extra-terrestrials from outer space, which leads to something miraculous and wonderful.",Rakesh Roshan,"Rekha, Hrithik Roshan, Preity G Zinta, Rajat Bedi",hindi
309,tt0118983,Dil To Pagal Hai,1997,"Comedy, Drama, Musical","A grand musical about three passionate and dreamy characters: Rahul, Pooja and Nisha. Will their dreams come true? Will they find their true love?",Yash Chopra,"Shah Rukh Khan, Madhuri Dixit, Karisma Kapoor, Akshay Kumar",hindi
310,tt2229842,Table No.21,2013,"Adventure, Drama, Thriller",A couple is drawn into a game show with a whooping winning prize. However the game turns into more than a survival for them with no escape.,Aditya Datt,"Paresh Rawal, Rajeev Khandelwal, Tina Desai, Dhruv Ganesh",hindi
311,tt2429640,Murder 3,2013,"Drama, Mystery, Thriller","A hot-shot fashion and wildlife photographer Vikram gets into a relationship with Nisha. She moves in with him in his palatial house outside of the city. The old world house, made decades ...                See full summaryÂ Â»",Vishesh Bhatt,"Randeep Hooda, Aditi Rao Hydari, Sara Loren, Rajesh Shringarpure",hindi
312,tt10840884,Taish,2020,"Action, Thriller","A story of friendship and loss of innocence when two worlds clash amid a wedding when a secret exposes a betrayal, and innocent friends converge with dangerous criminals and intense violence.",Bejoy Nambiar,"Harshvardhan Rane, Jim Sarbh, Pulkit Samrat, Kriti Kharbanda",hindi
313,tt6108090,Secret Superstar,2017,"Drama, Music",A talented teenage singer-songwriter living amid domestic abuse becomes a YouTube sensation after a video in which she hides her identity goes viral.,Advait Chandan,"Zaira Wasim, Meher Vij, Raj Arjun, Aamir Khan",hindi
314,tt10598156,Dhaakad,2022,"Action, Thriller","Agent Agni, a highly trained and deadly field agent is entrusted with the mission to gather Intel and eliminate Rudraveer, an international human and arms trafficker who has been off the radar for ten years.",Razneesh Ghai,"Kangana Ranaut, Arjun Rampal, Divya Dutta, Sharib Hashmi",hindi
315,tt0432047,Sarkar,2005,"Action, Crime, Drama","Subhash Nagre runs a parallel government in the city where he has a cult following. When his enemies plot to murder him, his son takes charge and stands up against them.",Ram Gopal Varma,"Amitabh Bachchan, Abhishek Bachchan, Kay Kay Menon, Supriya Pathak",hindi
316,tt27470893,Chandu Champion,2024,"Biography, Drama, Sport",Based on the extraordinary real-life story of a sportsman and his spirit of never giving up.,Kabir Khan,"Shraddha Kapoor, Katrina Kaif, Kartik Aaryan, Bhuvan Arora",hindi
317,tt9851854,Major,2022,"Action, Biography, Drama","Based on the life of Major Sandeep Unnikrishnan, who was martyred in action during the November 2008 Mumbai attacks and was consequently awarded the Ashoka Chakra, India's highest peacetime gallantry award, on 26 January 2009.",Sashi Kiran Tikka,"Adivi Sesh, Prakash Raj, Revathi, Saiee Manjrekar",hindi
318,tt9054970,Doctor G,2022,"Comedy, Drama","Uday Gupta finds himself as the lone male resident in the Gynaecology department. His reluctance leads to chaos, confusion, comedy and eventually, great camaraderie with his fellow classmates.",Anubhuti Kashyap,"Ayushmann Khurrana, Rakul Preet Singh, Shefali Shah, Sheeba Chaddha",hindi
319,tt4977530,Viceroy's House,2017,"Biography, Drama, History","The final Viceroy of India, Louis Francis Albert Victor Nicholas Mountbatten, 1st Earl Mountbatten of Burma (Hugh Bonneville), is tasked with overseeing the transition of British India to independence, but meets with conflict as different sides clash in the face of monumental change.",Gurinder Chadha,"Hugh Bonneville, Gillian Anderson, Manish Dayal, Huma Qureshi",hindi
320,tt4169250,M.S. Dhoni: The Untold Story,2016,"Biography, Drama, Sport",The untold story of Mahendra Singh Dhoni's journey from ticket collector to trophy collector - the world-cup-winning captain of the Indian Cricket Team.,"Mathur Goswami, Neeraj Pandey","Sushant Singh Rajput, Kiara Advani, Anupam Kher, Disha Patani",hindi
321,tt1948150,Singham,2011,"Action, Crime, Drama",A truly honest police officer is transferred to a town controlled by a gangster he has humiliated. The gangster believes he can use good power to bring down this officer who made him look foolish and weak.,Rohit Shetty,"Ajay Devgn, Prakash Raj, Sudhanshu Pandey, Kajal Aggarwal",hindi
322,tt2356180,Bhaag Milkha Bhaag,2013,"Biography, Drama, Sport","The truth behind the ascension of Milkha Singh, who was scarred by of the India-Pakistan partition.",Rakeysh Omprakash Mehra,"Farhan Akhtar, Deepak Singh Rawat, Japtej Singh, Divya Dutta",hindi
323,tt13438922,All Ladies Do It,2020,"Drama, Thriller",A Handsome young man gets erotically involved with a Sultry seductive wife of an impotent man only to find himself tangles in a dangerous web of lies and cheat,"Akhil Gautam, Akhil Gautam","Sejal Shah, Vikas Sachdeva, Ajay Bafna",hindi
324,tt6129302,Bhavesh Joshi Superhero,2018,"Action, Crime, Drama","The origin story of Bhavesh Joshi, an Indian superhero, who sets out to fulfill his slain friend's wish to clean and reform the country, by training himself to fight and wearing a mask.",Vikramaditya Motwane,"Harshvardhan Kapoor, Priyanshu Painyuli, Ashish Verma, Shreiyah Sabharwal",hindi
325,tt1985981,Desi Boyz,2011,"Comedy, Drama, Romance","Two friends lose their jobs, then part bitterly after they get exposed as male strippers.",Rohit Dhawan,"Akshay Kumar, John Abraham, Deepika Padukone, Chitrangda Singh",hindi
326,tt8396128,Pataakha,2018,"Action, Comedy, Drama","Based on Charan Singh Pathik's short story Do Behnein, Pataakha narrates the story of two feuding sisters who realize the true nature of their relationship only after marriage ""separates"" them.",Vishal Bhardwaj,"Sanya Malhotra, Radhika Madan, Sunil Grover, Vijay Raaz",hindi
327,tt1629376,7 Khoon Maaf,2011,"Comedy, Drama, Mystery","Susanna is hungry for love and will go to any extent to find it in its purest form. In her quest for the perfect man, she gets married a number of times as each of her husband's die mysteriously.",Vishal Bhardwaj,"Priyanka Chopra Jonas, Vivaan Shah, Neil Nitin Mukesh, John Abraham",hindi
328,tt8907986,Angrezi Medium,2020,"Comedy, Drama","When his daughter decides to further her studies in London, a hardworking Rajasthani businessman does everything in power to make her dreams come true.",Homi Adajania,"Irrfan Khan, Radhika Madan, Kareena Kapoor, Deepak Dobriyal",hindi
329,tt26008876,Janaki Jaane,2023,"Drama, Family","Struggling with panic disorder, Janaki is ecstatic when Unni Mukundan proposes to marry her. Things go south when Janaki's fears land her in serious trouble.",Aneesh Upasana,"Saiju Kurup, Sharafudheen, Johny Antony, Anarkali Marikar",hindi
330,tt2181831,Shahid,2012,"Biography, Drama","The account of Human Rights lawyer Shahid Azmi, an ordinary citizen with an extraordinary commitment to justice.",Hansal Mehta,"Rajkummar Rao, Prabhleen Sandhu, Mohd. Zeeshan Ayyub, Baljinder Kaur",hindi
331,tt2408040,B.A. Pass,2012,"Crime, Drama, Thriller",A young boy is seduced by a woman who later turns him into a gigolo (male prostitute).,Ajay Bahl,"Shadab Kamal, Shilpa Shukla, Rajesh Sharma, Deepti Naval",hindi
332,tt10888594,Radhe,2021,"Action, Crime, Thriller","After taking the dreaded gangster Gani Bhai, ACP Rajveer Shikawat aka Radhe goes on a manhunt to find the wealthiest man of the town secretly running a crime syndicate.",Prabhu Deva,"Salman Khan, Disha Patani, Randeep Hooda, Jackie Shroff",hindi
333,tt4435072,Liger,2022,"Action, Drama, Romance","A story about martial arts, dreams and star crossed lovers. Liger is an MMA fighter who trains hard and rises up the ranks with one goal in mind, to fight like his idol, world renowned MMA fighter Mark Anderson and get noticed by him.",Puri Jagannadh,"Mike Tyson, Vijay Deverakonda, Ananya Panday, Ramya Krishnan",hindi
334,tt2527238,Kamasutra 3D,2013,"Drama, Romance",A young and beautiful Indian princess sets out on a voyage in search of her husband.,Rupesh Paul,"Mohan Kapur, Makrand Deshpande, Abha Paul, Sushmita Mukherjee",hindi
335,tt27744786,Shaitaan,2024,"Psychological Horror, Drama, Thriller","A family's getaway turns terrifying when an intruder possesses the teen daughter's body, putting her at the mercy of his increasingly sinister commands.",Vikas Bahl,"Ajay Devgn, Madhavan, Janki Bodiwala, Jyotika",hindi
336,tt2168910,Cocktail,2012,"Comedy, Drama, Romance","A love triangle between a guy and two girls, who are best friends but the complete opposite of one another.",Homi Adajania,"Saif Ali Khan, Deepika Padukone, Diana Penty, Dimple Kapadia",hindi
337,tt0061842,Jewel Thief,1967,"Crime, Drama, Musical",A Police Commissioner's son comes under suspicion for being a jewel thief.,Vijay Anand,"Ashok Kumar, Dev Anand, Vyjayanthimala, Tanuja Samarth",hindi
338,tt0126871,Deewana,1992,"Action, Comedy, Drama","A singer (Rishi Kapoor) marries his biggest fan, but his uncle (Amrish Puri) plans to kill him in order to gain his money.",Raj Kanwar,"Rishi Kapoor, Divya Bharti, Shah Rukh Khan, Alok Nath",hindi
339,tt0805184,Bhagam Bhag,2006,"Comedy, Drama, Mystery","The members of a drama troupe fall in trouble when they are framed for a murder. Things go worse when they find their actress committing suicide, which is somehow linked with the murder.",Priyadarshan,"Akshay Kumar, Govinda, Paresh Rawal, Lara Dutta",hindi
340,tt6484982,Newton,2017,"Comedy, Drama",A government clerk on election duty in the conflict ridden jungle of Central India tries his best to conduct free and fair voting despite the apathy of security forces and the looming fear of guerrilla attacks by communist rebels.,Amit Masurkar,"Rajkummar Rao, Pankaj Tripathi, Anjali Patil, Raghubir Yadav",hindi
341,tt8983180,Made in China,2019,"Comedy, Drama","Story of Failed Gujarati Businessman, who jumps into unknown world of China to get once in a life time business idea, which will change his life.",Mikhil Musale,"Rajkummar Rao, Boman Irani, Mouni Roy, Paresh Rawal",hindi
342,tt2213054,Kai po che!,2013,"Drama, Sport",Three friends growing up in India at the turn of the millennium set out to open a training academy to produce the country's next cricket stars.,Abhishek Kapoor,"Amit Sadh, Sushant Singh Rajput, Rajkummar Rao, Amrita Puri",hindi
343,tt6711660,Babumoshai Bandookbaaz,2017,"Action, Comedy, Crime","The movie, filled with humor and romance, is a quirky ride into the life and times of a small time contract killer, Babu, played by Nawazuddin Siddiqui. The film spins around his love, his friends, his rivalries and his revenge.",Kushan Nandy,"Nawazuddin Siddiqui, Bidita Bag, Jatin Goswami, Shraddha Das",hindi
344,tt3678938,Humpty Sharma Ki Dulhania,2014,"Comedy, Drama, Romance","A girl from Ambala, Kavya Pratap Singh, is about to be married. When she visits Delhi to shop for her 'dhai lakh ka Ghagra, she meets Humpty Sharma, a carefree Delhiite, and falls in love with him.",Shashank Khaitan,"Varun Dhawan, Alia Bhatt, Ashutosh Rana, Sidharth Shukla",hindi
345,tt13545522,Chatrapathi,2023,"Action, Drama",Shivaji and his family are uprooted from their community in Sri Lanka and wind up as bonded labourers in Visakhapatnam. The situation worsens when his jealous stepbrother enters his life.,V.V. Vinayak,"Sai Srinivas Bellamkonda, Nushrratt Bharuccha, Karan Singh Chhabra, Vedika Nawani",hindi
346,tt1274295,Kaminey,2009,"Action, Crime, Drama","The desperate lives of two estranged twin brothers converge over missing drugs, politics, racial prejudice, corrupt cops and an unplanned pregnancy.",Vishal Bhardwaj,"Shahid Kapoor, Priyanka Chopra Jonas, Deb Mukherjee, Shivkumar Subramaniam",hindi
347,tt1373156,Karthik Calling Karthik,2010,"Drama, Mystery, Romance","A much abused loner achieves success, and even wins the heart of his gorgeous co-worker, after getting early morning mysterious phone calls from someone.",Vijay Lalwani,"Farhan Akhtar, Deepika Padukone, Ram Kapoor, Shefali Shah",hindi
348,tt0259534,Ramayana: The Legend of Prince Rama,1993,"Animation, Action, Adventure","An anime adaptation of the Hindu epic the Ramayana, where Lord Ram combats the wicked king Ravana.","Ram Mohan, Koichi Saski","Arun Govil, Nikhil Kapoor, Edie Mirman, Rael Padamsee",hindi
349,tt6206564,Trapped,2016,"Drama, Thriller","A man struggles to survive after he unintentionally locks himself up in a high rise devoid of food, water and electricity.",Vikramaditya Motwane,"Rajkummar Rao, Geetanjali Thapa, Shiladitya Sen, Rahul Patel",hindi
350,tt7399470,Qarib Qarib Singlle,2017,"Comedy, Romance","Yogi and Jaya, who have polar opposite personalities and sensibilities, meet via a online dating app. This encounter turns into so much more when the two travel to Rishikesh.",Tanuja Chandra,"Irrfan Khan, Parvathy Thiruvothu, Neha Dhupia, Isha Sharvani",hindi
351,tt8366590,Baaghi 3,2020,"Action, Adventure, Thriller",A man embarks on a bloody rampage to save his kidnapped brother.,Ahmed Khan,"Tiger Shroff, Riteish Deshmukh, Shraddha Kapoor, Ankita Lokhande",hindi
352,tt9635540,Darbar,2020,"Action, Crime, Thriller",A police officer is on a chase to hunt down a dreaded gangster to fulfill his own secret agenda.,A.R. Murugadoss,"Rajinikanth, Nayanthara, Nivetha Thomas, Suniel Shetty",hindi
353,tt6455162,Bhool Bhulaiyaa 2,2022,"Comedy, Drama, Horror","When strangers Reet and Ruhan cross paths, their journey leads to an abandoned mansion and a dreaded spirit that has been trapped for 18 years.",Anees Bazmee,"Tabu, Kartik Aaryan, Kiara Advani, Rajpal Naurang Yadav",hindi
354,tt4434004,Udta Punjab,2016,"Action, Crime, Drama",A story that revolves around drug abuse in the affluent north Indian State of Punjab and how the youth there have succumbed to it en-masse resulting in a socio-economic decline.,Abhishek Chaubey,"Shahid Kapoor, Alia Bhatt, Kareena Kapoor, Diljit Dosanjh",hindi
355,tt11112532,Agra,2023,Drama,A family and an exploration of space in an increasingly crowded world. It follows the quest for a sexual odyssey of an individual.,Kanu Behl,"Mohit Agarwal, Priyanka Bose, Vibha Chhibber, Rahul Roy",hindi
356,tt9105014,Notebook,2019,"Drama, Romance","An ex-army officer, Kabir, becomes a teacher in Kashmir in a school that is in a miserable condition. Things take a turn when Kabir finds a notebook, left behind by the previous year's teacher Firdaus (Pranutan Bahl).",Nitin Kakkar,"Zaheer Iqbal, Pranutan Bahl, Mir Mohammed Mehroos, Mir Mohammed Zayan",hindi
357,tt14398454,Tara vs Bilal,2022,"Comedy, Drama, Romance","Set in London, a romantic comedy where the leading character enter a fake marriage and later fall in love.",Samar Iqbal,"Sonia Rathee, Harshvardhan Rane, Shammi Aulakh, Tariq Chacha",hindi
358,tt2106537,Matru Ki Bijlee Ka Mandola,2013,"Comedy, Drama","Harry is an industrialist who loves his daughter Bijlee, and the bond they share with Harry's man friday, Matru. Bijlee's plan to wed the son of a politician, however, brings twists and turns in the lives of Matru, Bijlee and Mandola.",Vishal Bhardwaj,"Pankaj Kapur, Imran Khan, Anushka Sharma, Arya Babbar",hindi
359,tt0453671,Garam Masala,2005,"Comedy, Romance",A rib tickling tale of two flirts who constantly flirt with women despite one of them being engaged. Chaos ensues when the fiancÃ© finds out that her to-be groom is cheating on her.,Priyadarshan,"Akshay Kumar, John Abraham, Paresh Rawal, Rimi Sen",hindi
360,tt11947158,Ek Villain Returns,2022,"Action, Crime, Romance",The story of two men in one sided love. The paths they choose to fulfill their love stories decide who the Hero is and who is the Villain.,Mohit Suri,"John Abraham, Disha Patani, Arjun Kapoor, Tara Sutaria",hindi
361,tt1144804,Kambakkht Ishq,2009,"Action, Comedy, Romance",A romantic comedy about an Indian stuntman who takes Hollywood by storm but cannot find true love.,Sabir Khan,"Sylvester Stallone, Denise Richards, Whoopi Goldberg, Akshay Kumar",hindi
362,tt24225606,Metro.... In Dino,2024,"Drama, Romance","Follows stories of bittersweet relationships in a contemporary setting, exploring various aspects, hues, and moods of love.",Anurag Basu,"Kay Kay Menon, Anupam Kher, Ali Fazal, Sara Ali Khan",hindi
363,tt2436516,Go Goa Gone,2013,"Action, Adventure, Comedy","A group of friends, just looking to have a good time in a rave party on a remote island in Goa, find out that the island is infested with Zombies.","Krishna D.K., Raj Nidimoru","Saif Ali Khan, Kunal Kemmu, Vir Das, Anand Tiwari",hindi
364,tt0104561,Jo Jeeta Wohi Sikandar,1992,"Comedy, Drama, Romance","A rich brat and a poor chap try to woo a girl, with their rivalry culminating in the most prestigious college event - the marathon cycle race.",Mansoor Khan,"Aamir Khan, Ayesha Jhulka, Deepak Tijori, Pooja Bedi",hindi
365,tt13510660,Dhamaka,2021,"Action, Crime, Drama","Reassigned from TV to radio, a frustrated anchor sees both danger and opportunity when he receives threatening calls on the air.","Ram Madhvani, Heavenveer Singh Hayer","Kartik Aaryan, Mrunal Thakur, Amruta Subhash, Soham Majumdar",hindi
366,tt15314640,Cobalt Blue,2022,"Drama, Romance","When a brother and sister fall in love with the same man, ensuing events shatter a traditional Marathi family. Based on Sachin Kundalkar's novel.",Sachin Kundalkar,"Neelay Mehendale, Joshi Anantvijay, Prateik Patil Babbar, Lovish Bhatia",hindi
367,tt0920464,Manorama: Six Feet Under,2007,"Crime, Drama, Mystery","Manorama, wife of an irrigation minister, tasks Satyaveer to find if her husband is cheating. As Satyaveer starts investigating, he gets trapped in a web of lies and must uncover the entire truth.",Navdeep Singh,"Abhay Deol, Gul Panag, Raima Sen, Sarika Thakur",hindi
368,tt13491110,Antim: The Final Truth,2021,"Action, Crime, Drama",The cop played by Salman fights the land mafia in the film.,Mahesh Manjrekar,"Salman Khan, Aayush Sharma, Mahima Makwana, Mahesh Manjrekar",hindi
369,tt3159708,Welcome Back,2015,"Action, Comedy, Crime","A pair of reformed gangsters try to find a husband for their newly discovered sister, but complications arise due to mistaken identities.",Anees Bazmee,"John Abraham, Anil Kapoor, Nana Patekar, Paresh Rawal",hindi
370,tt8504014,Good Newwz,2019,"Comedy, Drama",Two couples with the same surname pursue in-vitro fertilization and wait for their upcoming babies. Trouble ensues when they find that the sperms of each couple have been mixed with each other.,"Raj Mehta, Kulwinder Singh, Ranjeet Singh","Akshay Kumar, Kareena Kapoor, Diljit Dosanjh, Kiara Advani",hindi
371,tt1328634,New York,2009,"Crime, Drama, Thriller",A contemporary story of 3 friends discovering a new world set against the larger than life New York City. But one day the world around them changed.,Kabir Khan,"John Abraham, Katrina Kaif, Neil Nitin Mukesh, Irrfan Khan",hindi
372,tt0102071,Hum,1991,"Action, Comedy, Drama","A dockworker overthrows the tyranny of a cruel gangster but has to run away to make a new life for himself and his brothers. Fifteen years later, his past catches up with him as his old enemy resurfaces.",Mukul Anand,"Amitabh Bachchan, Rajinikanth, Govinda, Kimi Katkar",hindi
373,tt3447364,Detective Byomkesh Bakshy!,2015,"Action, Crime, Drama",Detective Byomkesh Bakshy is set in the 2nd World War torn Calcutta during the 1940s. Enter a magical world of nostalgia and 'Expect the Unexpected'.,Dibakar Banerjee,"Sushant Singh Rajput, Anand Tiwari, Neeraj Kabi, Divya Menon",hindi
374,tt11783766,Ram Setu,2022,"Action, Adventure",An atheist archaeologist turned believer must race against time to prove the true existence of the legendary Ram Setu before evil forces destroy the pillar of India's heritage.,Abhishek Sharma,"Akshay Kumar, Jacqueline Fernandez, Nushrratt Bharuccha, Nassar",hindi
375,tt11821912,Devara,2024,"Action, Drama, Thriller",Devara is an intensive tale about a man who struck fear in the minds of those who were naive to it.,Koratala Siva,"N.T. Rama Rao Jr., Saif Ali Khan, Janhvi Kapoor, Prakash Raj",hindi
376,tt0800956,Life in a Metro,2007,"Comedy, Drama, Musical","Six different stories, about nine people, each with different issues and problems, all occurring within one place: the METRO.",Anurag Basu,"Dharmendra, Irrfan Khan, Konkona Sen Sharma, Kay Kay Menon",hindi
377,tt5121000,Aligarh,2015,"Biography, Drama","A gay, linguistic professor living in a small orthodox city must deal with the aftermath of a sting operation that puts his sexual orientation in front of the entire nation.",Hansal Mehta,"Manoj Bajpayee, Rajkummar Rao, Ashish Vidyarthi, Balaji Gauri",hindi
378,tt5571734,Pink,2016,"Crime, Drama, Thriller","When three young women are implicated in a crime, a retired lawyer steps forward to help them clear their names.",Aniruddha Roy Chowdhury,"Amitabh Bachchan, Taapsee Pannu, Kirti Kulhari, Andrea Tariang",hindi
379,tt13919802,Anek,2022,"Action, Drama, Sport","A socio political, action thriller set against the geopolitical backdrop of Northeast India.",Anubhav Sinha,"Ayushmann Khurrana, Andrea KevichÃ¼sa, Manoj Pahwa, Kumud Mishra",hindi
380,tt5108476,Befikre,2016,"Comedy, Drama, Romance","It is a carefree love story of Dharam and Shyra, who find love in an engaging series of experiences. Doused in the spirit of Paris, it celebrates a sensual and free-spirited love.","Aditya Chopra, Raj Basu","Ranveer Singh, Vaani Kapoor, Ayesha Raza Mishra, Akarsh Khurana",hindi
381,tt7581902,Sonu Ke Titu Ki Sweety,2018,"Comedy, Romance",Titu is going to marry a perfect woman named Sweety. Titu's best-friend Sonu doubts Sweety's character and tries to break the marriage while Sweety tries to do opposite and which leads to war between Bromance and Romance.,Luv Ranjan,"Kartik Aaryan, Nushrratt Bharuccha, Sunny Singh, Alok Nath",hindi
382,tt0337578,Baghban,2003,"Drama, Romance","An elderly couple wish their children to care for them in their old age. But their children see and treat them as a burden, and they must struggle to regain their worth and dignity to themselves and others.",Ravi Chopra,"Amitabh Bachchan, Hema Malini, Salman Khan, Mahima Chaudhry",hindi
383,tt15717242,Kanjoos Makhichoos,2023,"Comedy, Drama, Family","Jamnaprasad Pandey is infamous in the entire town as a miser whose family is fed up with his penny-pinching habits. However, little does the family know that these savings is to fulfill his father's wish of going on a char-dhaam yatra.",Vipul Mehta,"Kunal Kemmu, Shweta Tripathi, Piyush Mishra, Alka Amin",hindi
384,tt0059246,Guide,1965,"Drama, Musical, Romance","When mistaken to be a sage by some villagers, an ex-tour guide reflects on his past and lost love to search for spiritual wisdom to guide the villagers.",Vijay Anand,"Dev Anand, Waheeda Rehman, Leela Chitnis, Anwar Hussain",hindi
385,tt5882970,Tubelight,2017,"Drama, War","A story of two brothers set during the Sino-Indian war, 1962: the younger one who's at war at the borders and the elder who's at war with his own world.",Kabir Khan,"Salman Khan, Sohail Khan, Om Puri, Mohd. Zeeshan Ayyub",hindi
386,tt0367495,Anbe Sivam,2003,"Adventure, Comedy, Drama","Two men, one young and arrogant, the other damaged - physically but not spiritually - by life, are thrown together by circumstances, and find that they are in some ways bound together by fate.",Sundar C.,"Kamal Haasan, Madhavan, Kiran Rathod, Nassar",hindi
387,tt0378072,Hum Tum,2004,"Comedy, Drama, Romance",A novel look at the eternal battle of the sexes and the trials and tribulations of Karan and Rhea and their attempts to understand each other.,Kunal Kohli,"Saif Ali Khan, Rani Mukerji, Kirron Kher, Rati Agnihotri",hindi
388,tt2377938,Special Chabbis,2013,"Crime, Drama, Thriller",A gang of con-men rob prominent rich businessmen and politicians by posing as C.B.I and income tax officers.,Neeraj Pandey,"Akshay Kumar, Anupam Kher, Manoj Bajpayee, Jimmy Shergill",hindi
